Fairy Gada| completely impressed with the wonderful actress...
Poushali Dasgupta| This guy is trying to be Arnab Goswami. #failed
Shrey Bhatnagar| Grt replies!!! Grt work Sunny (Beauty with Brains)..... Bhupendra Chaubey sucks...
Sagar Lama| Bhupendra Chaubey - shit this man is sick.
Pramod Sawant| cheap interview by cheap journalist for cheap publicity.......with a cheap mentality!!!
jibu tom| @15:32  ...How to checkout a woman's body during an interview
khushi kumar| dis journalist is a threat nt sunny... frst be offensive then says pardon me was he born upside down??
Sagar Lama| Bhupendra Chaubey has proved he is an idiot.
Joydip Kumar| Chaubey ji , with this interview its understandable u didnt prepare for ur interview , just watched few of her porns and came to take the interview .
Rishabh Madaan| This reporter is a bitch
Kunal Shah| the world is a fruit cake and there are some nuts inside it"God bless sunny.....way to go gal,,, u nailed itRESPECT
Shailendra| Respect for the really positive outlook...hats off to your composure and calmness. Thumbs Up.And, for the interviewer, he'll be the one to REGRET to have taken this interview.In a way, thanks too for the interview.
Abhishek Jain| Stop publicizing her as pornstar, now she is an actor like any other actors in the industry.Statistics and social chats will change, once you stop these creepy things. there are many other issues around the country to raise rather than questioning on moral values of individuals.
Vishesh Dabra| idiot , Bald interviewer
sachin rulz| d most dumbest anchor
sachin rulz| d most dumbest anchor
Neeraj Chaudhry| He's just a big knobhead with no knob.
Googly Eyes| "Saree has its own charm". Typical aunty comment."I can leave if you want" lol, killed it.
Siddharth Babu| really amazing... the way she handled those questions...
Shilpa Vyas Joshi| Ye to vahi baat hui "chaubey ji chale chhabey ji banney aur rah gaye banke dubeyji" :D
ellie8eight| watched this after I heard  about it from friends....I admit I have never had any interest in her or seen any of her work......but what I wanna say is that she is poised, smart, patient, focused and has a great sense of  humor....the interviewer seems like a narrow-minded jerk, blatantly showing his loathe or low opinion of her and the funny part is that he seems more frazzled than Sunny Leone...strong, beautiful women!!!
Rockpire Monk| This is what we have stooped to. Paid media creating own stories and trying to get stories out of words and enticing people to create controversies. Trust me, people are not that dumb as you think. Time to come out of the bubble.
Silford Braganza| whiplashhhhhhh hahaha....
krishna das| He cant be called a journalist.. no respect to wards the lady... Looks like flushing out his dirt in front of the National television...A REAL TIME JACK ASS...hats off to the lady for showing her positive and with a never run away attitude...You are an inspiration to every one who give up at times when they really need to be strong... Hats offfff... God bless..Feels gud to have people like you who gives inspiration of taking every thing in a positive way and making life look smooth.
Ayla Balaga| who gave this taklu the right to be so sexist? does he not know how to talk to a woman? Sick! i can't believe the things he was sayin......"indian woman" define indian woman weirdo...... this guy shud be fired.... sunny rocks!
Rupendra Singh| No matter what her proffesion was....After seeing this video i have much more respect for her generosity and positivity.....Miss Keren , I really admire you as a person #Respect...:)
Likokba Sangtam| I got sick of the interviewer halfway. This bald headed moron clear had a wrong intention.
jake luftenwall| it is sure that the anchor's wife bashed him earlier to do this interview here .
Jithin K Raju| insensitive fella.. Bhupendra, I am pretty sure you would have shagged watching her movies.. what kinda fucking journalism is this????
sumeet chauhan| chutya interviewer bc
Vinayak Bhat| Reporter is wasting his time & is totally asking dumb questions why not concentrate on more important issues...Sunny is a super gutsy women & she has faced controversies, questions since she started doing porn so it ain't anything to her...she chose PORN for fame & money it's her choice afterall..do u think that any person who gets naked on camera fears a dumbass journalist??? NO it will only give more publicity to her which she always aims at...
Sahil Adhikari| Interview of an artist by a pornographer
amardeep singh| girl ur amazing !!!!
nathaniel jordan| she remained so classy inspite of all the stupid questions she got. Why is he so invested in her past? the past is in the past. I'm very disappointed that one of india's leading news channels is hiring journalists like him. I'm definitely joining along with the 6000+ people who disliked the video.
Neil D'silva| The journalist is repulsive! Puke!
achu unni| hai
janeya aura| she conducted herself so well in this interview inspite of being pressurized by that douche...she was even more calm and relaxed while answering each question than any Aishwarya's or priyanka's have ever been in any of their interviews nationally or internationally...you could see the embarrassment in her eyes..yet not once did she snap at the interviewer...like I've seen Aishwarya,deepika or any other actress do if they are pointed fingers at by the media...shows how clear she is about her life..very smart and mature way of tackling the pressure...way to go sunny 👏👏🙌🙌
Pankaj Bhoye| totally an asshole interview.. Mr. Bhupendra you are an insane person i ever seen... totally crap. just for TRP this is not a journalism. i wish i could give you millions of thumbs down.. "YOU ARE AN AS HOLE".
Amandeep Kalsi| Not just a preety face...Beauty with brains
Sheenam Shah| she is an awesome actress...... love her and people who talk rubbish about her......stay away......
DR MJ RAHMAN| Such a sick journalist and really this interview is very repulsive. After that I'll give a damn to this channel. This kind of person should be red slapped. Some retard he's.
